label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,mcc_boot_mean,sensitivity_boot_mean,specificity_boot_mean,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
gold-standard-text-high-era3-with-mcc,5,0.2496,0.2007,0.3001,0.284,0.2293,0.3394,0.2226,0.1772,0.2711,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5290519877675841,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,10,0.6538,0.6014,0.7037,0.744,0.6895,0.7954,0.5831,0.5248,0.6397,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5351681957186545,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,15,0.7768,0.7282,0.8186,0.884,0.8362,0.9211,0.6928,0.6317,0.7465,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5412844036697247,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,20,0.8155,0.7723,0.8519,0.928,0.8889,0.9556,0.7273,0.6667,0.7789,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,25,0.8225,0.7801,0.8584,0.936,0.8984,0.9626,0.7335,0.6737,0.7853,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,30,0.8225,0.7801,0.8584,0.936,0.8984,0.9626,0.7335,0.6737,0.7853,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,35,0.8225,0.7801,0.8584,0.936,0.8984,0.9626,0.7335,0.6737,0.7853,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,40,0.8225,0.7801,0.8584,0.936,0.8984,0.9626,0.7335,0.6737,0.7853,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,45,0.8225,0.7801,0.8584,0.936,0.8984,0.9626,0.7335,0.6737,0.7853,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
gold-standard-text-high-era3-with-mcc,50,0.826,0.7846,0.8618,0.94,0.9031,0.9655,0.7367,0.6761,0.788,0.7793,0.7085,0.8375,0.8065,0.9593,0.7792,0.8065,0.9592,sparse_cross_grid,False,0.5443425076452599,327,zero_fraction_heuristic,
